EP_id,Publications_in_venue,Original_Title,Country_of_Publication,ERIH_PLUS_Disciplines,disc_count
484534,123,Dutch Journal of Applied Linguistics,Netherlands,Linguistics,1
490911,163,Scientific and practical journal “Economy of Industry”,Ukraine,"Economics, Sociology",2
494038,60,Збірник наукових праць «Історія народного господарства та економічної думки України»,Ukraine,"History, Economics",2
486122,85,Etnoantropoloski problemi,Serbia,Anthropology,1
483200,165,AILA Review,"Netherlands, International",Linguistics,1
483863,166,Cognitive Linguistic Studies,Netherlands,Linguistics,1
488830,358,Демографія та соціальна економіка,Ukraine,"Demography, Economics, Social Statistics and Informatics",3
485116,20,Czech-Polish Historical and Pedagogical Journal,Czechia,"History, Pedagogical & Educational Research",2
491591,131,Acta Innovations,Poland,Economics,1
498445,91,Науковий журнал 'Гуманітарні візії',Ukraine,"Political Sciences and International Relations, Philosophy",2
496654,79,Ekonomia Międzynarodowa,Poland,"Business and Management, Economics",2
482889,14,Revista de Historia Industrial,Spain,History,1
504484,1,Drassana,Spain,"Anthropology, Archaeology, History",3
487979,38,Isogloss. Open Journal of Romance Linguistics,Spain,Linguistics,1
488334,5,Illes i Imperis,Spain,"History, Interdisciplinary research in the Social Sciences",2
488566,7,"Mot, so, razo",Spain,"Art and Art History, Cultural Studies, History, Interdisciplinary research in the Humanities, Literature, Musicology, Religious Studies and Theology",7
497419,39,UTE Teaching & Technology (Universitas Tarraconensis),Spain,Pedagogical & Educational Research,1
490891,10,Dante e l'arte,Spain,"Art and Art History, Cultural Studies, Film and Theatre Studies, Literature, Musicology, Interdisciplinary research in the Humanities",6
493163,13,"MUSAS. Revista de Investigación en Mujer, Salud y Sociedad",Spain,"Anthropology, Gender Studies, Sociology, Philosophy, Interdisciplinary research in the Social Sciences",5
488144,35,Journal of Evolutionary Studies in Business,Spain,"Business and Management, Interdisciplinary research in the Humanities",2
484953,76,Edinost in dialog,Slovenia,"Religious Studies and Theology, Interdisciplinary research in the Humanities",2
486831,70,ELOPE: English Language Overseas Perspectives and Enquiries,Slovenia,"Art and Art History, Linguistics, Literature",3
341575,4482,Public Choice,Netherlands,"Business and Management, Political Sciences and International Relations, Sociology",3
484880,333,Journal of Competitiveness,Czechia,"Business and Management, Economics",2
444295,1027,Language Learning Journal,United Kingdom,Pedagogical & Educational Research,1
443091,1657,The Journal of Industrial Economics,United Kingdom,"Business and Management, Economics",2
438768,453,Byzantine and modern Greek studies,United Kingdom,History,1
484075,141,Reformation,United Kingdom,"History, Religious Studies and Theology",2
444056,872,Journal of Urban Design,United Kingdom,Art and Art History,1
340401,18952,Applied Microbiology and Biotechnology,Germany,Interdisciplinary research in the Humanities,1
443355,3146,Journal of Monetary Economics,Netherlands,"Business and Management, Economics",2
446207,1492,Psychology of Music,United Kingdom,Musicology,1
438360,1649,Behavioural and Cognitive Psychotherapy,United Kingdom,Psychology,1
474014,355,Revista international de medicina y ciencias de la actividad fisica y del deporte,Spain,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research, Psychology, Science and Technology Studies, Sociology",5
485244,131,Religions of South Asia,United Kingdom,Religious Studies and Theology,1
440761,537,Forum for Modern Language Studies,United Kingdom,"Cultural Studies, Linguistics, Literature",3
487750,134,Modern Languages Open,United Kingdom,"Film and Theatre Studies, Linguistics, Literature",3
444203,884,Kölner Zeitschrift für Soziologie und Sozialpsychologie,Germany,Psychology,1
498572,40,Evolutionary Linguistic Theory,Netherlands,"Anthropology, Archaeology, Linguistics, Philosophy, Psychology, Interdisciplinary research in the Humanities",6
494899,21,Public Anthropologist,Netherlands,Anthropology,1
474182,1,Studi Slavistici,Italy,"History, Cultural Studies, Linguistics, Literature",4
474179,31,Storicamente. Laboratorio di storia,Italy,"History, Cultural Studies",2
489585,5,Form@re,Italy,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
437517,226,Al-Masāq,United Kingdom,History,1
341830,13977,Schizophrenia Research,Netherlands,Psychology,1
499094,14,Міжнародний науково-практичний журнал 'Проблеми інноваційного – інвестиційного розвитку',Ukraine,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
487593,93,Journal of World Literature,Netherlands,Literature,1
442851,837,Journal of English for Academic Purposes,United Kingdom,Linguistics,1
432940,918,Economics and Philosophy,United Kingdom,"History & Philosophy of Science, Philosophy",2
486045,162,Journal of Lithic Studies,United Kingdom,Archaeology,1
478828,254,Publications of the English Goethe Society,United Kingdom,Literature,1
451604,420,Romance Studies,United Kingdom,Literature,1
441101,1067,HEC Forum,Netherlands,Philosophy,1
443925,346,Journal of the History of Collections,United Kingdom,"Art and Art History, History",2
443302,5853,Journal of Medical Ethics,United Kingdom,"Religious Studies and Theology, Philosophy",2
474914,202,European Journal of American Culture,United Kingdom,"Cultural Studies, Interdisciplinary research in the Humanities, Literature",3
496971,80,Financial Law Review,Poland,"Economics, Law",2
449676,65,Folia Scandinavica Posnaniensia,Poland,Literature,1
468918,24,Sudhoffs Archiv,Germany,History & Philosophy of Science,1
441972,858,International Journal of Philosophical Studies,United Kingdom,Philosophy,1
502114,13,Ukrainian Engineering Pedagogics Academy,Ukraine,"Pedagogical & Educational Research, Psychology",2
473507,67,Neuropsychological Trends,Italy,Psychology,1
483897,290,Revista ICONO 14,Spain,"Media Studies and Communication, Science and Technology Studies",2
486257,373,Cuadernos de Investigación Geográfica,Spain,"Environmental Studies, Human Geography and Urban Studies",2
472896,256,Intangible Capital,Spain,Interdisciplinary research in the Social Sciences,1
430140,857,History and Anthropology,United Kingdom,"Anthropology, History",2
476615,93,International Journal of Strategic Change Management,United Kingdom,"Business and Management, Interdisciplinary research in the Humanities",2
341529,1715,Journal of Medicine and Philosophy,United Kingdom,"History & Philosophy of Science, Philosophy",2
440844,849,Gender & History,United Kingdom,"Art and Art History, Gender Studies, History",3
483938,71,Psychologia Wychowawcza,Poland,"Pedagogical & Educational Research, Psychology, Sociology",3
448206,692,World Trade Review,United Kingdom,Law,1
485194,25,Journal for the Academic Study of Religion (JASR),United Kingdom,Religious Studies and Theology,1
486786,137,Journal of Italian Cinema & Media Studies (JICMS),United Kingdom,"Cultural Studies, Film and Theatre Studies, Media Studies and Communication",3
480871,238,Interest Groups & Advocacy,United Kingdom,Political Sciences and International Relations,1
483265,191,Tijdschrift voor Sociale en Economische Geschiedenis,Netherlands,"Economics, History, Sociology",3
496962,51,Bamboo and Silk,Netherlands,Interdisciplinary research in the Humanities,1
503591,6,"Astrágalo, Cultura de la Arquitectura y de la Ciudad",Spain,"Art and Art History, History, Sociology, Interdisciplinary research in the Humanities",4
343194,7595,Social Science and Medicine,Netherlands,Psychology,1
486228,164,Studia Universitatis Babes-Bolyai Mathematica,Romania,Science and Technology Studies,1
470668,449,Irish Journal of Sociology,Ireland,Sociology,1
490152,108,Africana Linguistica,Belgium,Linguistics,1
479725,67,The Journal of Medieval Monastic Studies,Belgium,"History, Religious Studies and Theology",2
479006,119,Journal of Muslims in Europe,Netherlands,"Anthropology, Sociology",2
485365,304,Revue internationale de politique de développement,Switzerland,"Economics, Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",3
482876,32,Anuario del Departamento de Historia y Teoría del Arte,Spain,Art and Art History,1
481543,7,Anales de la Cátedra Francisco Suárez,Spain,Philosophy,1
485966,46,Revista Interuniversitaria de Formación del Profesorado,Spain,Pedagogical & Educational Research,1
482905,19,Arenal. Revista de Historia de las Mujeres,Spain,"Gender Studies, History",2
482906,117,Ansiedad y Estrés,Spain,Psychology,1
502963,77,Studia Wschodniosłowiańskie,Poland,"Linguistics, Literature",2
449269,280,Oriente Moderno,Netherlands,"Cultural Studies, History",2
496757,4,Partitúra,Slovakia,"Art and Art History, Literature",2
484092,258,Landscapes,United Kingdom,"History, Environmental Studies",2
499020,167,Strani pravni život,Serbia,Law,1
441232,605,HOMO: Journal of Comparative Human Biology,Germany,Anthropology,1
482875,276,Teoría de la Educación. Revista Interuniversitaria,Spain,Pedagogical & Educational Research,1
491160,73,Iberian Journal of the History of Economic Thought,Spain,Economics,1
490725,30,Comillas Journal of International Relations,Spain,Political Sciences and International Relations,1
445645,104,Pensamiento. Revista de Investigación e Información Filosófica,Spain,Philosophy,1
486165,26,Mezinárodní vztahy,Czechia,Political Sciences and International Relations,1
481646,6,Pamatky archeologicke,Czechia,Archaeology,1
482954,18,Přehled výzkumů,Czechia,Archaeology,1
469253,54,Estetika: The European Journal of Aesthetics (EEJA),"Czechia, Finland","Art and Art History, Philosophy",2
494632,56,Revista Razon Critica,Spain,"Gender Studies, Cultural Studies, Law, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",5
342520,113,Iberoamericana – Nordic Journal of Latin American and Caribbean Studies,Sweden,"Gender Studies, Demography, Economics, Sociology, Environmental Studies, Human Geography and Urban Studies, Religious Studies and Theology",7
468721,5,Ruch Literacki,Poland,Literature,1
468721,8,Ruch Literacki,Poland,Literature,1
443015,134,Journal of Greek Linguistics,Netherlands,Linguistics,1
499332,27,Науковий вісник Сіверщини. Серія: Право,Ukraine,Law,1
437249,82,Acta Protozoologica,Poland,Science and Technology Studies,1
484668,65,Przekładaniec,Poland,"Cultural Studies, Interdisciplinary research in the Humanities, Linguistics, Literature",4
484752,230,Internetowy Magazyn Filozoficzny HYBRIS,Poland,"Philosophy, Interdisciplinary research in the Humanities",2
498871,53,Probacja,Poland,"Law, Sociology, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",5
