,EP_id,Publications_in_venue,OC_omid,issn,Open Access
8098,502138,7,061201938361,['2317-2339'],True
4187,484123,7,061502009532,['1989-3302'],True
8178,502402,7,06302133893,['1852-4907'],True
4914,486416,7,0670783334,['1337-6861'],True
2186,447369,7,06170544454,['1072-4303'],True
8610,504727,7,061902188372,['2616-8219'],Unknown
4223,484428,7,06301096281,['2530-6464'],Unknown
4540,485390,7,06402464859,['1642-1248'],Unknown
3785,482544,7,0626063616,"['2084-3887', '0867-5392']",Unknown
8004,501847,7,061301881344,"['2544-1205', '2300-9888']",Unknown
7849,500281,7,06202209929,"['2410-1176', '2616-4183']",True
5499,488566,7,0650460603,"['2385-4359', '1575-5568']",Unknown
6172,491186,7,062202075245,"['1732-1220', '2451-1498']",Unknown
6018,490743,7,061202428478,"['1814-5574', '2686-908X']",Unknown
7352,498409,7,062403057309,['2078-8142'],True
7126,497350,7,061501123411,"['2065-944X', '1582-2524']",Unknown
5267,487583,7,062301977478,"['2387-1733', '2444-3484']",True
6884,496584,7,06120978576,['0104-6675'],True
7123,497332,7,061401871532,"['1510-5024', '2301-1629']",True
5640,488998,7,0660545799,"['1899-9417', '2353-9763']",True
7181,497627,7,061401370177,"['1668-4885', '2683-7234']",True
6517,493735,7,062201875080,"['2421-292X', '2421-4213']",True
7460,498758,7,06201846181,['2550-6749'],Unknown
7146,497403,7,061401926487,['2232-867X'],Unknown
7222,497920,7,06602222931,['2520-9736'],True
5149,487069,7,061403009868,['1809-8428'],Unknown
6766,495011,7,06130945037,['2630-6069'],Unknown
6542,493811,7,062301886670,"['0719-837X', '0719-8426']",True
7513,498920,7,062401927640,['2530-7134'],Unknown
6617,494180,7,061401699532,"['2531-2219', '2444-832X']",True
7097,497191,7,06102562366,['2413-4139'],Unknown
6833,496390,7,062101991638,['2522-9931'],Unknown
7171,497563,7,06402285341,"['2215-342X', '2215-4558']",True
6927,496719,7,061301436992,"['2663-2896', '2221-8440']",Unknown
6468,493594,7,06602371321,['2340-9630'],Unknown
6492,493667,7,062601609901,['0860-3839'],Unknown
5119,487004,7,062503527596,"['1841-4451', '1842-824X']",Unknown
6794,495214,7,061101576850,['1230-6045'],Unknown
6494,493670,7,061102165294,"['1851-3751', '0327-5752']",True
5885,490290,7,061502184753,['2318-9304'],True
6268,491576,6,061302070907,['0719-630X'],True
3892,483054,6,061202410840,['1330-0474'],Unknown
6235,491390,6,061801756381,['0486-6096'],Unknown
8200,502470,6,06502307340,"['0208-5550', '2353-088X']",True
7372,498467,6,061302070977,['0719-7128'],True
3899,483064,6,062401072475,"['2585-9145', '1335-0102']",Unknown
7937,500700,6,066030545,"['2081-1446', '2719-8014']",True
8193,502446,6,061902005344,"['1808-3102', '2358-1212']",True
8192,502445,6,062101980010,"['1852-1576', '2618-2998']",True
7331,498358,6,06801089698,"['2587-3504', '2587-3490']",True
3778,482529,6,062501582981,['0860-0716'],Unknown
7780,499923,6,061201656171,['2703-8041'],True
3723,482162,6,061601274462,"['0323-1267', '2570-9151']",True
8322,503029,6,06401714266,['2570-7485'],Unknown
6441,493443,6,061401699511,"['2531-1646', '2531-1654']",True
6424,493374,6,061901666544,"['2450-2758', '2449-9587']",True
6419,493360,6,062301074036,"['1669-5704', '0328-6169']",Unknown
8304,502981,6,06220570918,"['2732-1460', '2732-0707']",Unknown
5533,488682,6,061101607340,['2345-1734'],Unknown
6937,496745,6,06601724934,['2542-2332'],True
8294,502957,6,06502231332,['2303-7091'],True
6389,493299,6,061501815941,['2172-7457'],True
6863,496492,6,06701746355,"['2415-3184', '2522-9508']",Unknown
3735,482221,6,06401681193,"['1848-9087', '0351-9767']",Unknown
7905,500510,6,062202204461,"['2353-4583', '2449-7401']",True
7907,500521,6,06102143536,['2737-9493'],Unknown
6340,493171,6,062501905629,"['1609-8102', '2415-0940']",True
7313,498282,6,06702222339,['2602-8360'],True
8242,502748,6,06901680978,['2675-2719'],True
3797,482568,6,061401901340,"['0871-4290', '2183-3516']",True
2349,448297,6,062401965211,"['2625-4328', '0170-6241']",Unknown
7376,498500,6,06901728654,"['2707-1839', '2707-1820']",True
5107,486963,6,061702155957,['2300-5823'],True
4658,485760,6,061701903135,['2081-8742'],Unknown
5905,490337,6,061401108349,['1582-0548'],Unknown
4237,484472,6,0639015754,"['0929-8592', '2667-1689']",Unknown
4518,485322,6,0630735751,['0301-7966'],Unknown
4247,484509,6,062401847801,"['1210-0250', '1804-6347']",True
7490,498841,6,061701773490,['2527-2624'],True
7491,498842,6,062302082688,['2527-0915'],True
8070,502057,6,06402285213,"['2215-4078', '1405-0234']",True
5883,490277,6,06702513259,"['2255-9256', '2256-0602']",Unknown
4289,484755,6,06302427349,['1509-1074'],Unknown
4295,484774,6,06101743278,"['2084-137X', '2353-7132']",Unknown
1171,441100,6,06301303716,['0360-9049'],Unknown
8053,502020,6,06701094804,['2299-7466'],True
4335,484859,6,061501854999,['2254-7037'],True
8005,501851,6,061901879835,"['2539-0678', '2590-874X']",True
7559,499080,6,062602027952,['1132-8371'],True
4442,485079,6,0660545785,"['2080-492X', '2353-9720']",Unknown
8012,501864,6,062301886750,"['0719-9562', '0378-8482']",Unknown
7555,499075,6,06501172285,['2359-6082'],Unknown
5708,489421,6,06303961152,['2068-0686'],Unknown
5906,490339,6,061803453064,"['1898-2026', '1234-7175']",Unknown
6158,491152,6,06401761852,['0718-4727'],True
7980,501805,6,06902035222,"['2721-4036', '1858-2656']",True
6134,491092,6,062301754102,"['2063-9961', '2063-8647']",Unknown
8539,504325,6,061402196814,['2316-8544'],True
8154,502358,6,061301884250,['2076-7722'],True
7404,498583,6,06701631308,"['2322-939X', '1794-211X']",True
6088,490985,6,062301910526,['2255-2081'],Unknown
8141,502298,6,061301960283,['2617-9156'],Unknown
6043,490870,6,06601775614,"['1981-4674', '1807-5711']",Unknown
7430,498678,6,062403438038,['1643-8442'],True
7604,499187,6,062301886612,['0719-8051'],Unknown
4584,485529,6,061501868006,['1646-3714'],True
8620,504781,6,061201735691,['2696-2691'],True
7448,498729,6,061201735762,['2697-3421'],Unknown
5654,489042,6,0612041020,['1989-211X'],True
8100,502144,6,06702222327,['2602-8247'],Unknown
5671,489116,6,06602286142,['2236-2592'],Unknown
7038,497004,6,062403529752,['1828-9363'],True
5919,490393,6,062301983409,"['2449-6715', '2392-3644']",Unknown
6035,490793,6,061301659393,"['0210-492X', '2174-6451']",True
3694,482023,6,06502179046,"['2444-7080', '0213-2087']",True
8335,503172,6,062071139,['1646-9054'],True
7064,497067,6,0613042548,"['2524-9274', '1667-2003']",True
3501,480673,6,061402047694,"['2196-9353', '2196-9361']",Unknown
8672,505249,6,061902253703,['1840-152X'],Unknown
7686,499441,6,061602085895,"['2362-6089', '2362-6097']",True
6543,493812,6,061501878435,['2183-7082'],True
7184,497630,6,061201159773,['2659-5230'],True
2739,472171,6,06501175798,['1787-3606'],Unknown
5176,487155,6,061801630285,['2183-3745'],Unknown
5069,486880,6,062301989171,"['1136-5781', '2013-9470']",True
7212,497829,6,06802390280,"['2524-1125', '2524-1133']",Unknown
5310,487856,6,06901179735,"['2411-0361', '2308-3778']",Unknown
6610,494165,6,062102125212,"['0128-116X', '2550-1992']",Unknown
5397,488270,6,061901666481,"['2450-1271', '2084-5596']",Unknown
6571,494006,6,062601817299,['2367-9360'],Unknown
5393,488245,6,06140632146,"['1986-5864', '2233-1158']",True
3373,479108,6,061401926397,['2232-5697'],True
3328,478790,6,061301597576,['0718-8285'],True
5386,488201,6,06902634277,['2325-6044'],Unknown
5209,487266,6,0616049116,"['2084-4492', '2544-2562']",Unknown
7199,497769,6,061402087606,"['2544-2872', '0024-4708']",True
6578,494033,6,062202204464,['2449-7444'],Unknown
5365,488145,6,061601911901,"['0719-4862', '0719-3734']",True
6730,494746,6,061601810091,['2447-6536'],True
6590,494063,6,06201730684,['2084-4107'],Unknown
5359,488134,6,061402087632,"['2544-3186', '1508-6305']",True
8472,503940,6,06502631099,"['2056-5674', '2056-5682']",Unknown
2509,468746,6,061902195287,['0449-363X'],Unknown
8423,503591,6,06601366172,['2469-0503'],True
7180,497626,6,06102298857,"['2411-1309', '2411-7447']",Unknown
8579,504613,6,06502140467,"['2600-5735', '1390-695X']",True
7088,497159,6,06202370251,['2349-8064'],True
5491,488550,6,061401937955,['2386-8295'],True
3625,481729,6,061102465844,['0044-8699'],Unknown
7667,499395,6,062201685296,['2595-1750'],Unknown
7176,497599,6,062501914641,"['0718-2309', '0718-669X']",Unknown
7084,497148,6,062202204452,['2449-7339'],True
4863,486240,6,062301766272,"['2393-137X', '2501-3386']",Unknown
2667,471186,6,062202120579,"['2013-6455', '0214-9141']",True
5018,486692,6,06140674383,['0543-1220'],Unknown
4877,486271,6,061801772561,['2248-3527'],True
3617,481691,6,062601370804,['0037-6981'],Unknown
5473,488496,6,06401496926,['2217-4257'],True
4892,486355,6,061202410850,['0352-9509'],Unknown
7080,497120,6,06201729575,['2560-4163'],True
8519,504156,6,061301927158,['2447-2158'],True
7676,499425,6,06302133935,"['1852-7353', '0325-0725']",Unknown
8431,503657,6,06302155253,['1869-4233'],True
7824,500207,6,066047966,['2630-886X'],True
8564,504553,6,061201735751,['2697-3405'],True
8545,504355,6,06501662232,"['2709-846X', '2709-9571']",True
6699,494606,6,062301826650,['2452-4476'],True
6775,495033,6,061401938047,"['2386-8732', '2386-2912']",Unknown
3605,481646,6,06601705196,"['0031-0506', '2570-9496']",Unknown
8468,503936,5,061301996794,"['2516-2713', '2516-2705']",Unknown
2905,474352,5,06401645018,['1335-3608'],True
8462,503878,5,06502240348,['2683-328X'],True
8558,504534,5,062102066625,"['2637-2614', '2637-2150']",True
4175,484105,5,062501974870,['1981-4755'],Unknown
6667,494307,5,06801744696,"['0717-5248', '0719-4749']",True
6632,494224,5,061401901344,['0871-9527'],Unknown
5946,490493,5,062401949155,"['2336-4564', '1803-4950']",Unknown
5942,490464,5,062501822642,"['2179-8869', '1517-2120']",Unknown
8553,504487,5,06110830476,"['1561-0888', '1682-3087']",True
5890,490308,5,062501559978,['1991-2773'],True
2796,472826,5,06501654284,"['2340-2784', '1139-7241']",True
8021,501911,5,06301828780,['1732-4572'],Unknown
6928,496721,5,061501123470,"['1582-5450', '1222-569X']",True
4414,485033,5,06501830041,"['2079-1003', '2500-2902']",Unknown
8030,501958,5,061101703995,"['2353-7140', '2353-7159']",Unknown
7536,498993,5,06302279119,"['0328-0896', '2683-9881']",True
4352,484882,5,06210874440,"['1802-7946', '1802-792X']",True
6772,495023,5,061302120844,['1691-7677'],True
4323,484839,5,061101966121,['1982-6850'],Unknown
8546,504356,5,061801615498,"['2616-7948', '2617-1244']",Unknown
5859,490168,5,06802555537,['2500-1957'],Unknown
7506,498878,5,062201762108,"['2500-6975', '2500-9311']",True
7105,497217,5,06702387629,"['2237-6151', '1807-1295']",Unknown
7076,497102,5,06901777921,"['2695-7965', '0210-086X']",True
8629,504858,5,06401127754,['2717-8595'],Unknown
7452,498736,5,06901867184,['2360-5189'],True
6745,494913,5,061302120857,"['2501-0395', '1691-9971']",True
8076,502066,5,06201491592,['2447-0120'],Unknown
7124,497333,5,06201613510,['2603-6096'],True
2526,469250,5,06501678253,['2336-6591'],True
8624,504808,5,062301934107,"['1851-6866', '2422-6017']",Unknown
3252,477803,5,06501172093,"['2406-0674', '1821-1283']",True
6622,494195,5,06702222718,['2316-1620'],Unknown
3591,481599,5,062601506860,"['2737-0658', '0022-927X']",Unknown
6292,491674,5,061401494968,"['0202-2397', '2618-9518']",Unknown
7322,498312,5,062602001779,"['2539-4150', '2027-5579']",Unknown
3784,482539,5,06501678263,['2336-6729'],True
6322,492980,5,062301910566,['2255-2715'],True
6332,493010,5,061501697011,['1338-7944'],Unknown
8354,503241,5,06210812219,['1130-7498'],Unknown
8251,502821,5,061602005459,"['2721-9240', '2722-0982']",True
2468,452326,5,0630752373,['0044-2348'],Unknown
3761,482414,5,06102306217,"['0582-673X', '1849-0999']",Unknown
6840,496402,5,06201730904,"['2215-471X', '1023-0890']",Unknown
3800,482577,5,061702084187,"['2184-8408', '0872-7643']",Unknown
3732,482215,5,062502023562,"['2459-671X', '0351-0840']",True
6398,493318,5,061401985723,"['1989-0796', '1130-7021']",Unknown
6408,493338,5,061902253712,['1840-2313'],Unknown
8341,503181,5,061801978135,['0352-5716'],Unknown
8313,502996,5,06502307356,"['2353-0960', '0208-8916']",Unknown
3663,481905,5,06160462495,['0164-1239'],Unknown
6436,493427,5,0660545795,"['2353-9747', '1895-3492']",Unknown
6461,493560,5,062501828911,"['0102-1222', '2179-1740']",True
6473,493609,5,06301096254,['2530-6022'],Unknown
6550,493851,5,061901666602,"['1519-0994', '1984-5677']",True
6874,496529,5,061601122772,['2317-7217'],Unknown
5996,490676,5,061501992663,['2359-2419'],True
6153,491140,5,061401938019,['2386-8449'],Unknown
6000,490692,5,06501712458,['2386-4877'],True
8618,504770,5,062103451023,['2683-3263'],Unknown
3117,476547,5,061501494543,"['1453-7257', '2393-2694']",True
6019,490744,5,061802071408,"['2367-6361', '2367-6957']",True
7182,497628,5,06101871511,['2541-8823'],Unknown
3179,477041,5,0611055695,['1545-0031'],Unknown
8157,502371,5,061702005455,['1451-673X'],Unknown
6525,493756,5,061902005336,['2358-1042'],True
8168,502389,5,06802473245,['2674-9564'],Unknown
3913,483142,5,062301691723,"['2536-4200', '1408-0419']",True
6565,493993,5,061601998409,['2542-3371'],True
8399,503501,5,06401521502,['2594-1356'],True
7374,498492,5,062503439244,['1807-4960'],True
7373,498488,5,06402264390,['2588-0837'],True
6575,494025,5,062101756946,['0867-7441'],Unknown
3893,483055,5,061401378156,['1330-0695'],True
6187,491254,5,061502016519,"['2284-5976', '2501-0409']",Unknown
7043,497019,5,061401370245,"['1669-8843', '2683-9393']",Unknown
3404,479773,5,0611043746,"['1132-631X', '2792-3878']",True
7347,498395,5,062501900338,['2545-2134'],True
1228,441283,5,06903158775,"['2593-3019', '0774-2908']",True
6112,491034,5,06602600832,['2318-5422'],True
4782,486043,5,061401569654,"['2014-8526', '2014-8534']",True
5300,487802,5,062601933547,"['2307-5244', '2411-0647']",True
7958,501749,5,061601482136,['2697-3642'],Unknown
7912,500540,5,06602223241,"['2668-5817', '2668-5825']",Unknown
8681,505325,5,06902271920,['1339-9640'],True
7605,499188,5,06102489215,['2544-090X'],True
5744,489585,5,0650737481,['1825-7321'],True
4759,485995,5,061101418099,['2353-6969'],True
5238,487442,5,061601274469,"['2644-7185', '0323-262X']",Unknown
5732,489556,5,06401677969,['2336-6346'],True
7821,500201,5,06501852776,['2070-0695'],Unknown
7572,499112,5,061901933334,['2318-8499'],True
8679,505316,5,069050147,"['2708-5236', '2707-9325']",Unknown
7908,500524,5,062301886778,['0719-983X'],True
7988,501822,5,06801851889,"['2675-9624', '2675-9640']",True
325,342463,5,06801710562,"['0827-3383', '1917-7844']",Unknown
5373,488165,5,061602146490,['1989-9572'],True
7583,499135,5,061501872575,['1984-817X'],Unknown
7014,496961,5,061102131455,"['1821-3332', '2620-2794']",Unknown
7888,500428,5,061102154369,['2080-5209'],Unknown
4834,486164,5,061902222192,"['1314-8575', '1310-0270']",Unknown
7854,500307,5,061201493645,['1011-0623'],Unknown
8674,505257,5,061201735695,['2696-4244'],Unknown
5429,488334,5,0650460599,"['1575-0698', '2385-4219']",True
5430,488339,5,06102181953,"['2392-8166', '2392-8174']",True
7977,501800,5,061901053680,"['2415-8518', '2415-850X']",Unknown
4893,486363,5,061801978327,"['0353-295X', '1849-0344']",True
4888,486332,5,062502631211,"['2413-7294', '2409-3378']",Unknown
5751,489603,5,0630927128,"['2037-1861', '1973-638X']",Unknown
7027,496984,5,061302071062,['0719-790X'],True
7789,499949,5,062402143459,"['2410-1915', '2616-423X']",True
7792,499959,5,062301886729,['0719-9392'],True
4483,485216,5,06901431524,"['2353-5466', '2300-8164']",Unknown
5217,487289,5,061075252,['1646-6195'],True
8653,505117,5,062601863670,"['0327-7763', '2451-5434']",True
7639,499304,5,06401655324,['2518-1890'],Unknown
8659,505161,5,06602215389,"['2660-5821', '2660-583X']",True
5567,488775,5,061201687713,"['1989-4678', '0213-2958']",True
7759,499719,5,062601863613,['2451-3849'],True
4650,485716,5,061302118000,"['1898-0082', '2450-9337']",Unknown
7615,499207,5,06801821370,"['2254-7207', '2474-6029']",Unknown
7651,499340,4,06501654048,"['2174-8454', '2340-115X']",True
7649,499337,4,061201710036,['2531-0062'],True
8245,502753,4,061101627437,['2683-2208'],True
3898,483062,4,06401681203,"['1332-4853', '1848-9109']",Unknown
4670,485786,4,06201442242,"['2357-5239', '2216-1473']",True
6185,491252,4,061502016533,"['2284-5992', '2501-0417']",Unknown
3712,482093,4,0630812207,"['0256-9604', '2504-2750']",True
3701,482042,4,061401569580,['2014-7627'],Unknown
5494,488557,4,062601660138,['1314-3700'],True
4663,485770,4,06602371445,"['1696-5868', '2341-0906']",Unknown
7057,497049,4,06160851118,"['2069-9239', '2392-8093']",True
3916,483151,4,061202385992,['1419-7480'],Unknown
6148,491129,4,06302169055,"['2667-162X', '2588-8277']",Unknown
4839,486171,4,06101705983,['2392-2338'],True
7231,497934,4,061801875891,['2590-7476'],True
7395,498549,4,061502092708,"['2707-6660', '2707-7306']",True
7230,497933,4,061501944538,['2308-8885'],Unknown
8662,505170,4,061801978311,['0352-7956'],Unknown
7287,498172,4,06502140472,['2600-5743'],Unknown
4693,485835,4,06401496743,"['2340-8146', '1698-322X']",True
7307,498239,4,061402087559,['2544-2317'],True
7913,500542,4,06801851904,['2675-9780'],Unknown
6966,496802,4,062302069044,['2178-843X'],Unknown
7324,498315,4,061901864189,['2616-6275'],True
5587,488811,4,061801978304,"['0352-7840', '2466-2925']",Unknown
4764,486012,4,062601604196,['1804-0969'],True
591,435096,4,062501254265,"['2535-3098', '1503-5727']",True
8253,502833,4,062301977321,['2444-121X'],True
